Subject,Model,BestFitModel,Position,MeanThreshold,NObs
33,Biased-prior,Cost-to-sample,3,0.925439496882965,40
33,Biased-prior,Cost-to-sample,4,0.937172357683976,40
33,Biased-prior,Cost-to-sample,5,0.951186323731101,40
33,Biased-prior,Cost-to-sample,6,0.966323131824956,40
33,Biased-prior,Cost-to-sample,7,0.965809793390956,40
33,Cost-to-sample,Cost-to-sample,1,110.145083827373,40
33,Cost-to-sample,Cost-to-sample,2,94.4881989789039,40
33,Cost-to-sample,Cost-to-sample,3,78.8358930796728,40
33,Cost-to-sample,Cost-to-sample,4,63.1847081895705,40
33,Cost-to-sample,Cost-to-sample,5,47.5380074537445,40
33,Cost-to-sample,Cost-to-sample,6,31.8985058185675,40
33,Cost-to-sample,Cost-to-sample,7,16.2528686796082,40
34,Biased-prior,Cost-to-sample,1,0.743512882292756,40
34,Biased-prior,Cost-to-sample,2,0.755347437400888,40
34,Biased-prior,Cost-to-sample,3,0.74983428299564,40
34,Biased-prior,Cost-to-sample,4,0.720206453948683,40
34,Biased-prior,Cost-to-sample,5,0.665880023354565,40
34,Biased-prior,Cost-to-sample,6,0.592843178418918,40
34,Biased-prior,Cost-to-sample,7,0.484210712096362,40
34,Cost-to-sample,Cost-to-sample,1,0.998123568938223,40
34,Cost-to-sample,Cost-to-sample,2,0.960298739283827,40
34,Cost-to-sample,Cost-to-sample,3,0.905392747161127,40
34,Cost-to-sample,Cost-to-sample,4,0.829280128790421,40
34,Cost-to-sample,Cost-to-sample,5,0.735444444702521,40
34,Cost-to-sample,Cost-to-sample,6,0.623948779590497,40
34,Cost-to-sample,Cost-to-sample,7,0.484302785271018,40
35,Biased-prior,Cost-to-sample,1,0.691808427770589,40
35,Biased-prior,Cost-to-sample,2,0.665881882633776,40
35,Biased-prior,Cost-to-sample,3,0.635011299683423,40
35,Biased-prior,Cost-to-sample,4,0.592115516238301,40
35,Biased-prior,Cost-to-sample,5,0.523061510068721,40
35,Biased-prior,Cost-to-sample,6,0.424122805053605,40
35,Biased-prior,Cost-to-sample,7,0.277784669163532,40
35,Cost-to-sample,Cost-to-sample,1,-99.5690513742106,40
35,Cost-to-sample,Cost-to-sample,2,-99.5702273574642,40
35,Cost-to-sample,Cost-to-sample,3,-99.5733665450486,40
35,Cost-to-sample,Cost-to-sample,4,-99.5752929055772,40
35,Cost-to-sample,Cost-to-sample,5,-99.5856287863798,40
35,Cost-to-sample,Cost-to-sample,6,-99.5886793816161,40
35,Cost-to-sample,Cost-to-sample,7,-99.6009063486341,40
36,Biased-prior,Biased-prior,1,0.781484346071485,40
36,Biased-prior,Biased-prior,2,0.792331675520946,40
36,Biased-prior,Biased-prior,3,0.788821141543626,40
36,Biased-prior,Biased-prior,4,0.766786516349077,40
36,Biased-prior,Biased-prior,5,0.719373357676681,40
36,Biased-prior,Biased-prior,6,0.653852663880278,40
36,Biased-prior,Biased-prior,7,0.528686314083462,40
36,Cost-to-sample,Biased-prior,1,1.06957002547958,40
36,Cost-to-sample,Biased-prior,2,1.02117986474786,40
36,Cost-to-sample,Biased-prior,3,0.958596000653468,40
36,Cost-to-sample,Biased-prior,4,0.881890931521514,40
36,Cost-to-sample,Biased-prior,5,0.791462685569427,40
36,Cost-to-sample,Biased-prior,6,0.682627757109991,40
36,Cost-to-sample,Biased-prior,7,0.524217161481784,40
37,Biased-prior,Cost-to-sample,1,0.806000377612862,40
37,Biased-prior,Cost-to-sample,2,0.822234013711636,40
37,Biased-prior,Cost-to-sample,3,0.837067981693098,40
37,Biased-prior,Cost-to-sample,4,0.850647588782085,40
37,Biased-prior,Cost-to-sample,5,0.855119735593486,40
37,Biased-prior,Cost-to-sample,6,0.822033077456936,40
37,Biased-prior,Cost-to-sample,7,0.693221454081551,40
37,Cost-to-sample,Cost-to-sample,1,1.39480673581002,40
37,Cost-to-sample,Cost-to-sample,2,1.29211626023291,40
37,Cost-to-sample,Cost-to-sample,3,1.17521568231703,40
37,Cost-to-sample,Cost-to-sample,4,1.05642920615312,40
37,Cost-to-sample,Cost-to-sample,5,0.930204137539096,40
37,Cost-to-sample,Cost-to-sample,6,0.782115008319159,40
37,Cost-to-sample,Cost-to-sample,7,0.59789022704649,40
38,Biased-prior,Cut off,1,0.80639907852275,40
38,Biased-prior,Cut off,2,0.821893507232545,40
38,Biased-prior,Cut off,3,0.8358629431056,40
38,Biased-prior,Cut off,4,0.848432617803931,40
38,Biased-prior,Cut off,5,0.856487937854019,40
38,Biased-prior,Cut off,6,0.829431020428053,40
38,Biased-prior,Cut off,7,0.701616400999585,40
38,Cost-to-sample,Cut off,1,11.9222783686197,40
38,Cost-to-sample,Cut off,2,10.2942100418233,40
38,Cost-to-sample,Cut off,3,8.6645737253734,40
38,Cost-to-sample,Cut off,4,7.02711668481754,40
38,Cost-to-sample,Cut off,5,5.39288205237095,40
38,Cost-to-sample,Cut off,6,3.76148649496492,40
38,Cost-to-sample,Cut off,7,2.11634264268684,40
39,Biased-prior,Cost-to-sample,1,0.894075058829679,40
39,Biased-prior,Cost-to-sample,2,0.903034298373752,40
39,Biased-prior,Cost-to-sample,3,0.911303683751994,40
39,Biased-prior,Cost-to-sample,4,0.920239433400358,40
39,Biased-prior,Cost-to-sample,5,0.930889119401101,40
39,Biased-prior,Cost-to-sample,6,0.942503336849855,40
39,Biased-prior,Cost-to-sample,7,0.920519095568242,40
39,Cost-to-sample,Cost-to-sample,1,2.39714934223566,40
39,Cost-to-sample,Cost-to-sample,2,2.14255008925639,40
39,Cost-to-sample,Cost-to-sample,3,1.89140156170842,40
39,Cost-to-sample,Cost-to-sample,4,1.64697760441598,40
39,Cost-to-sample,Cost-to-sample,5,1.40473226530822,40
39,Cost-to-sample,Cost-to-sample,6,1.16560075128483,40
39,Cost-to-sample,Cost-to-sample,7,0.912323879192123,40
40,Biased-prior,Biased-prior,1,0.805915849044637,40
40,Biased-prior,Biased-prior,2,0.821485184601122,40
40,Biased-prior,Biased-prior,3,0.824848313287593,40
40,Biased-prior,Biased-prior,4,0.813352491813792,40
40,Biased-prior,Biased-prior,5,0.777248628256555,40
40,Biased-prior,Biased-prior,6,0.708447028914443,40
40,Biased-prior,Biased-prior,7,0.582833815668226,40
40,Cost-to-sample,Biased-prior,1,1.35921212561451,40
40,Cost-to-sample,Biased-prior,2,1.26306962948614,40
40,Cost-to-sample,Biased-prior,3,1.1541948737982,40
40,Cost-to-sample,Biased-prior,4,1.0451410312827,40
40,Cost-to-sample,Biased-prior,5,0.923923003744763,40
40,Cost-to-sample,Biased-prior,6,0.784088370102764,40
40,Cost-to-sample,Biased-prior,7,0.601245937349454,40
41,Biased-prior,Biased-prior,1,0.817718662132944,40
41,Biased-prior,Biased-prior,2,0.83203015061401,40
41,Biased-prior,Biased-prior,3,0.845756527155812,40
41,Biased-prior,Biased-prior,4,0.861032294473196,40
41,Biased-prior,Biased-prior,5,0.878458364011423,40
41,Biased-prior,Biased-prior,6,0.888950875959318,40
41,Biased-prior,Biased-prior,7,0.827316574484316,40
41,Cost-to-sample,Biased-prior,1,1.98370231504994,40
41,Cost-to-sample,Biased-prior,2,1.78948138540745,40
41,Cost-to-sample,Biased-prior,3,1.58728239732242,40
41,Cost-to-sample,Biased-prior,4,1.38267318388289,40
41,Cost-to-sample,Biased-prior,5,1.17449524061071,40
41,Cost-to-sample,Biased-prior,6,0.961319553139143,40
41,Cost-to-sample,Biased-prior,7,0.715719132824238,40
42,Biased-prior,Biased-prior,1,0.888510652346859,40
42,Biased-prior,Biased-prior,2,0.897430569707965,40
42,Biased-prior,Biased-prior,3,0.899556037379034,40
42,Biased-prior,Biased-prior,4,0.892262084675393,40
42,Biased-prior,Biased-prior,5,0.867424781553495,40
42,Biased-prior,Biased-prior,6,0.809238880200853,40
42,Biased-prior,Biased-prior,7,0.695270830154009,40
42,Cost-to-sample,Biased-prior,1,1.16784833353861,40
42,Cost-to-sample,Biased-prior,2,1.11384441931723,40
42,Cost-to-sample,Biased-prior,3,1.05635957579458,40
42,Cost-to-sample,Biased-prior,4,0.997386626676113,40
42,Cost-to-sample,Biased-prior,5,0.925015056366604,40
42,Cost-to-sample,Biased-prior,6,0.823716966457223,40
42,Cost-to-sample,Biased-prior,7,0.683385531185393,40
43,Biased-prior,Biased-prior,1,0.687900271581958,40
43,Biased-prior,Biased-prior,2,0.706436246734509,40
43,Biased-prior,Biased-prior,3,0.712892975116005,40
43,Biased-prior,Biased-prior,4,0.704408178888257,40
43,Biased-prior,Biased-prior,5,0.677445743437635,40
43,Biased-prior,Biased-prior,6,0.610615088563758,40
43,Biased-prior,Biased-prior,7,0.483264111332088,40
43,Cost-to-sample,Biased-prior,1,1.61091857361035,40
43,Cost-to-sample,Biased-prior,2,1.4659866988508,40
43,Cost-to-sample,Biased-prior,3,1.30958213801365,40
43,Cost-to-sample,Biased-prior,4,1.13350571860337,40
43,Cost-to-sample,Biased-prior,5,0.952070059154586,40
43,Cost-to-sample,Biased-prior,6,0.753537419582739,40
43,Cost-to-sample,Biased-prior,7,0.528386631093723,40
44,Biased-prior,Biased-prior,1,0.611893113379395,40
44,Biased-prior,Biased-prior,2,0.553243089362072,40
44,Biased-prior,Biased-prior,3,0.486323764702039,40
44,Biased-prior,Biased-prior,4,0.423268919874745,40
44,Biased-prior,Biased-prior,5,0.357514052772779,40
44,Biased-prior,Biased-prior,6,0.269873600732444,40
44,Biased-prior,Biased-prior,7,0.142696562814826,40
44,Cost-to-sample,Biased-prior,1,-99.553240137048,40
44,Cost-to-sample,Biased-prior,2,-99.5461551721794,40
44,Cost-to-sample,Biased-prior,3,-99.547227977369,40
44,Cost-to-sample,Biased-prior,4,-99.5488988159969,40
44,Cost-to-sample,Biased-prior,5,-99.5525631063195,40
44,Cost-to-sample,Biased-prior,6,-99.5544629138775,40
44,Cost-to-sample,Biased-prior,7,-99.5672183456714,40
45,Biased-prior,Biased-prior,1,0.731002901174756,40
45,Biased-prior,Biased-prior,2,0.74744907342041,40
45,Biased-prior,Biased-prior,3,0.759555246014594,40
45,Biased-prior,Biased-prior,4,0.762158037060034,40
45,Biased-prior,Biased-prior,5,0.744459168600275,40
45,Biased-prior,Biased-prior,6,0.693824465277938,40
45,Biased-prior,Biased-prior,7,0.564119406262461,40
45,Cost-to-sample,Biased-prior,1,1.37200387572449,40
45,Cost-to-sample,Biased-prior,2,1.27100751710531,40
45,Cost-to-sample,Biased-prior,3,1.15733711943909,40
45,Cost-to-sample,Biased-prior,4,1.03403982768818,40
45,Cost-to-sample,Biased-prior,5,0.900790518274063,40
45,Cost-to-sample,Biased-prior,6,0.75497212898698,40
45,Cost-to-sample,Biased-prior,7,0.564383681897453,40
46,Biased-prior,Cut off,1,0.865258566076416,40
46,Biased-prior,Cut off,2,0.876229328100512,40
46,Biased-prior,Cut off,3,0.886579180640592,40
46,Biased-prior,Cut off,4,0.897993823356898,40
46,Biased-prior,Cut off,5,0.91227839604092,40
46,Biased-prior,Cut off,6,0.932039314845578,40
46,Biased-prior,Cut off,7,0.931156452743211,40
46,Cost-to-sample,Cut off,1,4.63638133459794,40
46,Cost-to-sample,Cut off,2,4.05985263036313,40
46,Cost-to-sample,Cut off,3,3.48454225321146,40
46,Cost-to-sample,Cut off,4,2.91035032429052,40
46,Cost-to-sample,Cut off,5,2.33331488965153,40
46,Cost-to-sample,Cut off,6,1.76103110679337,40
46,Cost-to-sample,Cut off,7,1.19276740697758,40
47,Biased-prior,Biased-prior,1,0.802234540979391,40
47,Biased-prior,Biased-prior,2,0.81278806888961,40
47,Biased-prior,Biased-prior,3,0.806925034814826,40
47,Biased-prior,Biased-prior,4,0.777908752946789,40
47,Biased-prior,Biased-prior,5,0.728958510269111,40
47,Biased-prior,Biased-prior,6,0.658666032423477,40
47,Biased-prior,Biased-prior,7,0.546068966142461,40
47,Cost-to-sample,Biased-prior,1,1.01013475400606,40
47,Cost-to-sample,Biased-prior,2,0.97834832425644,40
47,Cost-to-sample,Biased-prior,3,0.932920171374446,40
47,Cost-to-sample,Biased-prior,4,0.865835872576422,40
47,Cost-to-sample,Biased-prior,5,0.785524591039609,40
47,Cost-to-sample,Biased-prior,6,0.685728509704268,40
47,Cost-to-sample,Biased-prior,7,0.549080245424426,40
48,Biased-prior,Biased-prior,1,0.684612670020833,40
48,Biased-prior,Biased-prior,2,0.627214678922947,40
48,Biased-prior,Biased-prior,3,0.5617315555817,40
48,Biased-prior,Biased-prior,4,0.489155479544311,40
48,Biased-prior,Biased-prior,5,0.409141968870208,40
48,Biased-prior,Biased-prior,6,0.318240572912433,40
48,Biased-prior,Biased-prior,7,0.186757931728017,40
48,Cost-to-sample,Biased-prior,1,-99.1839282806015,40
48,Cost-to-sample,Biased-prior,2,-99.1768794848457,40
48,Cost-to-sample,Biased-prior,3,-99.1898187244854,40
48,Cost-to-sample,Biased-prior,4,-99.1924808233846,40
48,Cost-to-sample,Biased-prior,5,-99.1996721036382,40
48,Cost-to-sample,Biased-prior,6,-99.2010693647522,40
48,Cost-to-sample,Biased-prior,7,-99.1983667884835,40
49,Biased-prior,Cost-to-sample,1,0.73060729598526,40
49,Biased-prior,Cost-to-sample,2,0.687001935352692,40
49,Biased-prior,Cost-to-sample,3,0.638541225103839,40
49,Biased-prior,Cost-to-sample,4,0.580260311860125,40
49,Biased-prior,Cost-to-sample,5,0.500010192143272,40
49,Biased-prior,Cost-to-sample,6,0.389167290781755,40
49,Biased-prior,Cost-to-sample,7,0.232292017323245,40
49,Cost-to-sample,Cost-to-sample,1,-1.65426168886106,40
49,Cost-to-sample,Cost-to-sample,2,-1.64990799630305,40
49,Cost-to-sample,Cost-to-sample,3,-1.6496780449511,40
49,Cost-to-sample,Cost-to-sample,4,-1.65058011509662,40
49,Cost-to-sample,Cost-to-sample,5,-1.6550543001191,40
49,Cost-to-sample,Cost-to-sample,6,-1.66362567480719,40
49,Cost-to-sample,Cost-to-sample,7,-1.669542856814,40
50,Biased-prior,Biased-prior,1,0.8117699267143,40
50,Biased-prior,Biased-prior,2,0.81737264487139,40
50,Biased-prior,Biased-prior,3,0.810466719541718,40
50,Biased-prior,Biased-prior,4,0.783885367100908,40
50,Biased-prior,Biased-prior,5,0.741875277042299,40
50,Biased-prior,Biased-prior,6,0.676056171751937,40
50,Biased-prior,Biased-prior,7,0.572422497450705,40
50,Cost-to-sample,Biased-prior,1,0.959507826404654,40
50,Cost-to-sample,Biased-prior,2,0.935596202967117,40
50,Cost-to-sample,Biased-prior,3,0.903016291447673,40
50,Cost-to-sample,Biased-prior,4,0.855175327225461,40
50,Cost-to-sample,Biased-prior,5,0.791153562796211,40
50,Cost-to-sample,Biased-prior,6,0.704440625207913,40
50,Cost-to-sample,Biased-prior,7,0.581522647782273,40
51,Biased-prior,Biased-prior,1,0.724167231009676,40
51,Biased-prior,Biased-prior,2,0.740808683647732,40
51,Biased-prior,Biased-prior,3,0.757913933375312,40
51,Biased-prior,Biased-prior,4,0.778255214853715,40
51,Biased-prior,Biased-prior,5,0.802422336306444,40
51,Biased-prior,Biased-prior,6,0.82850520656734,40
51,Biased-prior,Biased-prior,7,0.800094430659258,40
51,Cost-to-sample,Biased-prior,1,1.31379600059065,40
51,Cost-to-sample,Biased-prior,2,1.22260471740244,40
51,Cost-to-sample,Biased-prior,3,1.11962587118522,40
51,Cost-to-sample,Biased-prior,4,1.00112235709839,40
51,Cost-to-sample,Biased-prior,5,0.865174313276079,40
51,Cost-to-sample,Biased-prior,6,0.712429463017327,40
51,Cost-to-sample,Biased-prior,7,0.534991555967441,40
52,Biased-prior,Cost-to-sample,1,0.84856559093073,40
52,Biased-prior,Cost-to-sample,2,0.86050151065839,40
52,Biased-prior,Cost-to-sample,3,0.872008903383229,40
52,Biased-prior,Cost-to-sample,4,0.883917977178825,40
52,Biased-prior,Cost-to-sample,5,0.895564541703415,40
52,Biased-prior,Cost-to-sample,6,0.895044260193531,40
52,Biased-prior,Cost-to-sample,7,0.813914179918803,40
52,Cost-to-sample,Cost-to-sample,1,2.05205939254023,40
52,Cost-to-sample,Cost-to-sample,2,1.84217779260952,40
52,Cost-to-sample,Cost-to-sample,3,1.63655878773801,40
52,Cost-to-sample,Cost-to-sample,4,1.43215107537235,40
52,Cost-to-sample,Cost-to-sample,5,1.22403798517186,40
52,Cost-to-sample,Cost-to-sample,6,1.02050192232149,40
52,Cost-to-sample,Cost-to-sample,7,0.77829945891189,40
53,Biased-prior,Biased-prior,1,0.812378086831136,40
53,Biased-prior,Biased-prior,2,0.826932423271302,40
53,Biased-prior,Biased-prior,3,0.840172997014117,40
53,Biased-prior,Biased-prior,4,0.853335548763452,40
53,Biased-prior,Biased-prior,5,0.865210595642299,40
53,Biased-prior,Biased-prior,6,0.854425356299103,40
53,Biased-prior,Biased-prior,7,0.759553315868178,40
53,Cost-to-sample,Biased-prior,1,1.59324232535573,40
53,Cost-to-sample,Biased-prior,2,1.46367123105222,40
53,Cost-to-sample,Biased-prior,3,1.31825356153879,40
53,Cost-to-sample,Biased-prior,4,1.17110412136069,40
53,Cost-to-sample,Biased-prior,5,1.02186656604546,40
53,Cost-to-sample,Biased-prior,6,0.859466370509958,40
53,Cost-to-sample,Biased-prior,7,0.664007684802199,40
54,Biased-prior,Biased-prior,1,0.737872700329822,40
54,Biased-prior,Biased-prior,2,0.752767424880066,40
54,Biased-prior,Biased-prior,3,0.757856523732601,40
54,Biased-prior,Biased-prior,4,0.748956185503321,40
54,Biased-prior,Biased-prior,5,0.720715221675684,40
54,Biased-prior,Biased-prior,6,0.6653128065187,40
54,Biased-prior,Biased-prior,7,0.54591267667482,40
54,Cost-to-sample,Biased-prior,1,0.986239288233672,40
54,Cost-to-sample,Biased-prior,2,0.946039901364125,40
54,Cost-to-sample,Biased-prior,3,0.894242526011369,40
54,Cost-to-sample,Biased-prior,4,0.827689549287199,40
54,Cost-to-sample,Biased-prior,5,0.740526964455888,40
54,Cost-to-sample,Biased-prior,6,0.641588676797487,40
54,Cost-to-sample,Biased-prior,7,0.498472591331093,40
55,Biased-prior,Cut off,1,0.822660365023932,40
55,Biased-prior,Cut off,2,0.836866850895973,40
55,Biased-prior,Cut off,3,0.851063854432042,40
55,Biased-prior,Cut off,4,0.86721722775748,40
55,Biased-prior,Cut off,5,0.886747606685775,40
55,Biased-prior,Cut off,6,0.907903656930787,40
55,Biased-prior,Cut off,7,0.878487999791449,40
55,Cost-to-sample,Cut off,1,1.60729154468586,40
55,Cost-to-sample,Cut off,2,1.47012825490233,40
55,Cost-to-sample,Cut off,3,1.32513853798899,40
55,Cost-to-sample,Cut off,4,1.17754285373241,40
55,Cost-to-sample,Cut off,5,1.03054430045402,40
55,Cost-to-sample,Cut off,6,0.869972968213337,40
55,Cost-to-sample,Cut off,7,0.673122814357096,40
56,Biased-prior,Biased-prior,1,0.709531032425375,40
56,Biased-prior,Biased-prior,2,0.727909236219285,40
56,Biased-prior,Biased-prior,3,0.740637648356677,40
56,Biased-prior,Biased-prior,4,0.742510051582186,40
56,Biased-prior,Biased-prior,5,0.719016902681206,40
56,Biased-prior,Biased-prior,6,0.66300625324449,40
56,Biased-prior,Biased-prior,7,0.543964944203175,40
56,Cost-to-sample,Biased-prior,1,1.43667933657969,40
56,Cost-to-sample,Biased-prior,2,1.31610550092094,40
56,Cost-to-sample,Biased-prior,3,1.19033776554208,40
56,Cost-to-sample,Biased-prior,4,1.05744856389207,40
56,Cost-to-sample,Biased-prior,5,0.911064075148546,40
56,Cost-to-sample,Biased-prior,6,0.74606772643135,40
56,Cost-to-sample,Biased-prior,7,0.551163894976626,40
57,Biased-prior,Biased-prior,1,0.850918286186871,40
57,Biased-prior,Biased-prior,2,0.864125334720128,40
57,Biased-prior,Biased-prior,3,0.876021269104259,40
57,Biased-prior,Biased-prior,4,0.889600899317393,40
57,Biased-prior,Biased-prior,5,0.90603557995629,40
57,Biased-prior,Biased-prior,6,0.926549761552421,40
57,Biased-prior,Biased-prior,7,0.925881722871089,40
57,Cost-to-sample,Biased-prior,1,1.16950131534123,40
57,Cost-to-sample,Biased-prior,2,1.11109501474077,40
57,Cost-to-sample,Biased-prior,3,1.04349292183204,40
57,Cost-to-sample,Biased-prior,4,0.969077409212396,40
57,Cost-to-sample,Biased-prior,5,0.888344758332268,40
57,Cost-to-sample,Biased-prior,6,0.785671255754402,40
57,Cost-to-sample,Biased-prior,7,0.632268508884809,40
58,Biased-prior,Cost-to-sample,1,0.850319198503585,40
58,Biased-prior,Cost-to-sample,2,0.818396638117579,40
58,Biased-prior,Cost-to-sample,3,0.778648875050599,40
58,Biased-prior,Cost-to-sample,4,0.724484921829344,40
58,Biased-prior,Cost-to-sample,5,0.656140437256282,40
58,Biased-prior,Cost-to-sample,6,0.545356244076695,40
58,Biased-prior,Cost-to-sample,7,0.348444704467179,40
58,Cost-to-sample,Cost-to-sample,1,-98.8796664841,40
58,Cost-to-sample,Cost-to-sample,2,-98.8899497190717,40
58,Cost-to-sample,Cost-to-sample,3,-98.8893981678417,40
58,Cost-to-sample,Cost-to-sample,4,-98.8913194389129,40
58,Cost-to-sample,Cost-to-sample,5,-98.8870291934326,40
58,Cost-to-sample,Cost-to-sample,6,-98.8860127116041,40
58,Cost-to-sample,Cost-to-sample,7,-98.882998430039,40
59,Biased-prior,Biased-prior,1,0.751733080821701,40
59,Biased-prior,Biased-prior,2,0.767306416428813,40
59,Biased-prior,Biased-prior,3,0.782300453546825,40
59,Biased-prior,Biased-prior,4,0.798528309559555,40
59,Biased-prior,Biased-prior,5,0.814667273528451,40
59,Biased-prior,Biased-prior,6,0.803271270953755,40
59,Biased-prior,Biased-prior,7,0.703355279007801,40
59,Cost-to-sample,Biased-prior,1,1.5569188442588,40
59,Cost-to-sample,Biased-prior,2,1.42686622480892,40
59,Cost-to-sample,Biased-prior,3,1.28650949058989,40
59,Cost-to-sample,Biased-prior,4,1.13839668944032,40
59,Cost-to-sample,Biased-prior,5,0.977067461769193,40
59,Cost-to-sample,Biased-prior,6,0.801080622354184,40
59,Cost-to-sample,Biased-prior,7,0.594517969591824,40
60,Biased-prior,Cost-to-sample,1,0.714480770350937,40
60,Biased-prior,Cost-to-sample,2,0.685587838996355,40
60,Biased-prior,Cost-to-sample,3,0.645700411685521,40
60,Biased-prior,Cost-to-sample,4,0.591243447929668,40
60,Biased-prior,Cost-to-sample,5,0.518538218328648,40
60,Biased-prior,Cost-to-sample,6,0.417891842400351,40
60,Biased-prior,Cost-to-sample,7,0.258771837414444,40
60,Cost-to-sample,Cost-to-sample,1,-99.5034922746775,40
60,Cost-to-sample,Cost-to-sample,2,-99.4994163737794,40
60,Cost-to-sample,Cost-to-sample,3,-99.5033265564721,40
60,Cost-to-sample,Cost-to-sample,4,-99.5078683405305,40
60,Cost-to-sample,Cost-to-sample,5,-99.5133271878707,40
60,Cost-to-sample,Cost-to-sample,6,-99.5166249575735,40
60,Cost-to-sample,Cost-to-sample,7,-99.521369598885,40
61,Biased-prior,Cost-to-sample,1,0.846953839487563,40
61,Biased-prior,Cost-to-sample,2,0.859970919458375,40
61,Biased-prior,Cost-to-sample,3,0.867648293593139,40
61,Biased-prior,Cost-to-sample,4,0.866785869079721,40
61,Biased-prior,Cost-to-sample,5,0.842265942544255,40
61,Biased-prior,Cost-to-sample,6,0.78231382799303,40
61,Biased-prior,Cost-to-sample,7,0.652164643221684,40
61,Cost-to-sample,Cost-to-sample,1,0.742325208629763,40
61,Cost-to-sample,Cost-to-sample,2,0.737923623328933,40
61,Cost-to-sample,Cost-to-sample,3,0.720669115229123,40
61,Cost-to-sample,Cost-to-sample,4,0.703511083418471,40
61,Cost-to-sample,Cost-to-sample,5,0.66336184386782,40
61,Cost-to-sample,Cost-to-sample,6,0.60605102165831,40
61,Cost-to-sample,Cost-to-sample,7,0.506768994567961,40
62,Biased-prior,Biased-prior,1,0.807292466179429,40
62,Biased-prior,Biased-prior,2,0.82226273261428,40
62,Biased-prior,Biased-prior,3,0.838562676763662,40
62,Biased-prior,Biased-prior,4,0.85684765843581,40
62,Biased-prior,Biased-prior,5,0.877218371792332,40
62,Biased-prior,Biased-prior,6,0.89054052036012,40
62,Biased-prior,Biased-prior,7,0.833319786475513,40
62,Cost-to-sample,Biased-prior,1,1.9120687235934,40
62,Cost-to-sample,Biased-prior,2,1.71638600239573,40
62,Cost-to-sample,Biased-prior,3,1.52341001837145,40
62,Cost-to-sample,Biased-prior,4,1.32994470408503,40
62,Cost-to-sample,Biased-prior,5,1.12905490004806,40
62,Cost-to-sample,Biased-prior,6,0.925593104528821,40
62,Cost-to-sample,Biased-prior,7,0.680936863891082,40
63,Biased-prior,Cost-to-sample,1,0.81977046320493,40
63,Biased-prior,Cost-to-sample,2,0.792533358095743,40
63,Biased-prior,Cost-to-sample,3,0.757372727363271,40
63,Biased-prior,Cost-to-sample,4,0.711006174503844,40
63,Biased-prior,Cost-to-sample,5,0.644926346739366,40
63,Biased-prior,Cost-to-sample,6,0.545797692368408,40
63,Biased-prior,Cost-to-sample,7,0.374765271711391,40
63,Cost-to-sample,Cost-to-sample,1,0.247706111986828,40
63,Cost-to-sample,Cost-to-sample,2,0.247012680792571,40
63,Cost-to-sample,Cost-to-sample,3,0.245117837231884,40
63,Cost-to-sample,Cost-to-sample,4,0.244880752797101,40
63,Cost-to-sample,Cost-to-sample,5,0.246501607069949,40
63,Cost-to-sample,Cost-to-sample,6,0.248885438849525,40
63,Cost-to-sample,Cost-to-sample,7,0.233665775416527,40
64,Biased-prior,Cost-to-sample,1,0.836184401804736,40
64,Biased-prior,Cost-to-sample,2,0.849722758614824,40
64,Biased-prior,Cost-to-sample,3,0.862286508281742,40
64,Biased-prior,Cost-to-sample,4,0.876405234684163,40
64,Biased-prior,Cost-to-sample,5,0.891775298016051,40
64,Biased-prior,Cost-to-sample,6,0.892384187753397,40
64,Biased-prior,Cost-to-sample,7,0.823007340910739,40
64,Cost-to-sample,Cost-to-sample,1,2.67758981942044,40
64,Cost-to-sample,Cost-to-sample,2,2.37692331369085,40
64,Cost-to-sample,Cost-to-sample,3,2.07086382726728,40
64,Cost-to-sample,Cost-to-sample,4,1.77265420708525,40
64,Cost-to-sample,Cost-to-sample,5,1.47215002582259,40
64,Cost-to-sample,Cost-to-sample,6,1.16821067722898,40
64,Cost-to-sample,Cost-to-sample,7,0.850841823212057,40
